IPR003958	Transcription factor CBF/NF-Y/archaeal histone domain
IPR006861	Hyaluronan/mRNA-binding protein
IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
IPR024788	Malectin-like domain
IPR013189	Glycosyl hydrolase family 32, C-terminal
IPR021792	Beta-fructofuranosidase
IPR013148	Glycosyl hydrolase family 32, N-terminal
IPR003582	ShKT domain
IPR002893	Zinc finger, MYND-type
IPR002893	Zinc finger, MYND-type
IPR001563	Peptidase S10, serine carboxypeptidase
IPR001563	Peptidase S10, serine carboxypeptidase
IPR001563	Peptidase S10, serine carboxypeptidase
IPR001563	Peptidase S10, serine carboxypeptidase
IPR001563	Peptidase S10, serine carboxypeptidase
IPR019009	Signal recognition particle receptor, beta subunit

IPR019009	Signal recognition particle receptor, beta subunit

IPR001890	RNA-binding, CRM domain
IPR001890	RNA-binding, CRM domain
IPR001890	RNA-binding, CRM domain
IPR001890	RNA-binding, CRM domain
IPR001890	RNA-binding, CRM domain
IPR001890	RNA-binding, CRM domain
IPR001353	Proteasome, subunit alpha/beta
IPR000426	Proteasome alpha-subunit, N-terminal domain
IPR023332	Proteasome alpha-type subunit



IPR001611	Leucine-rich repeat
IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
IPR002182	NB-ARC

IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
IPR027329	TPX2, C-terminal
IPR021410	The fantastic four family
IPR006692	Coatomer, WD associated region
IPR010714	Coatomer, alpha subunit, C-terminal
IPR020472	G-protein beta WD-40 repeat
IPR020472	G-protein beta WD-40 repeat
IPR020472	G-protein beta WD-40 repeat
IPR017986	WD40-repeat-containing domain
IPR024977	Anaphase-promoting complex subunit 4, WD40 domain
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR013748	Replication factor C, C-terminal
IPR003959	ATPase, AAA-type, core
IPR014782	Peptidase M1, membrane alanine aminopeptidase
IPR014782	Peptidase M1, membrane alanine aminopeptidase
IPR001930	Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase
IPR001930	Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase
IPR001930	Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase
IPR001930	Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase
IPR024601	Peptidase M1, alanyl aminopeptidase, C-terminal
IPR035414	Peptidase M1, alanyl aminopeptidase, Ig-like fold

IPR001810	F-box domain
IPR006652	Kelch repeat type 1
IPR006652	Kelch repeat type 1
IPR001810	F-box domain
IPR004907	ATPase, V1 complex, subunit C
IPR021410	The fantastic four family
IPR005174	Domain unknown function DUF295
IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
IPR001005	SANT/Myb domain
IPR001878	Zinc finger, CCHC-type
IPR017930	Myb domain
IPR006447	Myb domain, plants
IPR000743	Glycoside hydrolase, family 28
IPR018022	IPP transferase
IPR018022	IPP transferase
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR001128	Cytochrome P450
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I
IPR002401	Cytochrome P450, E-class, group I

IPR001841	Zinc finger, RING-type
IPR002937	Amine oxidase
IPR014102	Phytoene desaturase
IPR008811	Glycosyl hydrolases 36
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR032867	DYW domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR000490	Glycoside hydrolase family 17
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR032867	DYW domain
IPR002885	Pentatricopeptide repeat
IPR002885	Pentatricopeptide repeat
IPR003657	WRKY domain
IPR003657	WRKY domain
IPR001789	Signal transduction response regulator, receiver domain
IPR001789	Signal transduction response regulator, receiver domain
IPR000504	RNA recognition motif domain
IPR007201	Mei2/Mei2-like, C-terminal RNA recognition motif
IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
IPR006869	Domain of unknown function DUF547
IPR025757	Ternary complex factor MIP1, leucine-zipper
IPR007587	SIT4 phosphatase-associated protein family
IPR007587	SIT4 phosphatase-associated protein family
IPR000073	Alpha/beta hydrolase fold-1
IPR026899	1,3-beta-glucan synthase subunit FKS1-like, domain-1
IPR003440	Glycosyl transferase, family 48
IPR039431	Vta1/callose synthase, N-terminal
IPR022122	Protein FAM135
IPR007751	Domain of unknown function DUF676, lipase-like
IPR001537	tRNA/rRNA methyltransferase, SpoU type
IPR001678	SAM-dependent methyltransferase RsmB/NOP2-type
IPR001356	Homeobox domain
IPR001356	Homeobox domain
IPR014039	Translation elongation factor EFTs/EF1B, dimerisation
IPR001816	Translation elongation factor EFTs/EF1B
IPR003388	Reticulon
IPR003388	Reticulon
IPR017877	Myb-like domain

IPR003245	Phytocyanin domain
IPR003245	Phytocyanin domain
IPR007125	Histone H2A/H2B/H3
IPR000164	Histone H3/CENP-A
IPR000164	Histone H3/CENP-A
IPR000164	Histone H3/CENP-A
IPR000164	Histone H3/CENP-A
IPR000164	Histone H3/CENP-A
IPR003337	Trehalose-phosphatase
IPR006379	HAD-superfamily hydrolase, subfamily IIB
IPR003337	Trehalose-phosphatase
IPR001830	Glycosyl transferase, family 20
IPR001841	Zinc finger, RING-type

IPR008584	CXXC motif containing zinc binding protein, eukaryotic
IPR012945	Tubulin binding cofactor C-like domain
IPR017901	C-CAP/cofactor C-like domain
IPR001810	F-box domain
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box
IPR002100	Transcription factor, MADS-box

IPR004367	Cyclin, C-terminal domain
IPR006671	Cyclin, N-terminal
IPR007493	Protein of unknown function DUF538
IPR001296	Glycosyl transferase, family 1
IPR000368	Sucrose synthase
IPR012820	Sucrose synthase, plant/cyanobacteria
IPR022742	Serine aminopeptidase, S33
IPR010851	Defensin-like protein
IPR005821	Ion transport domain
IPR021789	KHA domain
IPR021789	KHA domain
IPR000595	Cyclic nucleotide-binding domain
IPR000595	Cyclic nucleotide-binding domain
IPR003938	Potassium channel, voltage-dependent, EAG/ELK/ERG
IPR003938	Potassium channel, voltage-dependent, EAG/ELK/ERG
IPR003938	Potassium channel, voltage-dependent, EAG/ELK/ERG
IPR003938	Potassium channel, voltage-dependent, EAG/ELK/ERG
IPR003938	Potassium channel, voltage-dependent, EAG/ELK/ERG
IPR003938	Potassium channel, voltage-dependent, EAG/ELK/ERG
IPR014001	Helicase superfamily 1/2, ATP-binding domain
IPR001650	Helicase, C-terminal
IPR011545	DEAD/DEAH box helicase domain
IPR001650	Helicase, C-terminal
IPR001487	Bromodomain
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR001680	WD40 repeat
IPR017986	WD40-repeat-containing domain
IPR001680	WD40 repeat
IPR001487	Bromodomain
IPR016180	Ribosomal protein L10e/L16
IPR001197	Ribosomal protein L10e
IPR017498	Photosystem I PsaO
IPR019587	Polyketide cyclase/dehydrase
IPR028226	Protein LIN37
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR002347	Short-chain dehydrogenase/reductase SDR
IPR020846	Major facilitator superfamily domain
IPR005828	Major facilitator,  sugar transporter-like
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR020846	Major facilitator superfamily domain
IPR005828	Major facilitator,  sugar transporter-like
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR003663	Sugar/inositol transporter
IPR001841	Zinc finger, RING-type
IPR018957	Zinc finger, C3HC4 RING-type
IPR000209	Peptidase S8/S53 domain
IPR015500	Peptidase S8, subtilisin-related
IPR015500	Peptidase S8, subtilisin-related
IPR015500	Peptidase S8, subtilisin-related
IPR010259	Peptidase S8 propeptide/proteinase inhibitor I9
IPR041469	Subtilisin-like protease, fibronectin type-III domain
IPR021139	NYN domain, limkain-b1-type
IPR000595	Cyclic nucleotide-binding domain

IPR000595	Cyclic nucleotide-binding domain
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR018108	Mitochondrial substrate/solute carrier
IPR003808	Fe-S metabolism associated domain, SufE-like
IPR003473	Quinolinate synthetase A
IPR006153	Cation/H+ exchanger
IPR004709	Na+/H+ exchanger
IPR004709	Na+/H+ exchanger
IPR004709	Na+/H+ exchanger
IPR004709	Na+/H+ exchanger
IPR004709	Na+/H+ exchanger
IPR006456	ZF-HD homeobox protein, Cys/His-rich dimerisation domain
IPR006456	ZF-HD homeobox protein, Cys/His-rich dimerisation domain
IPR006455	Homeodomain, ZF-HD class
IPR006456	ZF-HD homeobox protein, Cys/His-rich dimerisation domain

IPR001457	NADH:ubiquinone/plastoquinone oxidoreductase, chain 6
IPR001313	Pumilio RNA-binding repeat
IPR033133	Pumilio homology domain
IPR001313	Pumilio RNA-binding repeat
IPR001313	Pumilio RNA-binding repeat
IPR001313	Pumilio RNA-binding repeat
IPR002528	Multi antimicrobial extrusion protein
IPR002528	Multi antimicrobial extrusion protein
IPR002528	Multi antimicrobial extrusion protein
IPR013212	Mad3/Bub1 homology region 1
IPR000719	Protein kinase domain
IPR013212	Mad3/Bub1 homology region 1
IPR000719	Protein kinase domain
IPR005821	Ion transport domain
IPR000595	Cyclic nucleotide-binding domain
IPR000595	Cyclic nucleotide-binding domain
IPR010291	Ion channel regulatory protein, UNC-93
IPR010291	Ion channel regulatory protein, UNC-93
IPR003128	Villin headpiece
IPR007122	Villin/Gelsolin
IPR007122	Villin/Gelsolin
IPR007122	Villin/Gelsolin
IPR007122	Villin/Gelsolin
IPR007122	Villin/Gelsolin
IPR007122	Villin/Gelsolin
IPR007122	Villin/Gelsolin
IPR007122	Villin/Gelsolin
IPR003128	Villin headpiece
IPR007123	Gelsolin-like domain
IPR007123	Gelsolin-like domain
IPR007123	Gelsolin-like domain
IPR007123	Gelsolin-like domain
IPR027356	NPH3 domain
IPR000210	BTB/POZ domain
IPR027356	NPH3 domain
IPR006011	Syntaxin, N-terminal domain
IPR000727	Target SNARE coiled-coil homology domain
IPR006011	Syntaxin, N-terminal domain
IPR019400	Peptidase C65, otubain
IPR003323	OTU domain
IPR013216	Methyltransferase type 11
IPR006910	Rad21/Rec8-like protein, N-terminal
IPR006909	Rad21/Rec8-like protein, C-terminal, eukaryotic
IPR007608	Senescence regulator S40
IPR019734	Tetratricopeptide repeat
IPR013026	Tetratricopeptide repeat-containing domain
IPR006156	Dihydroneopterin aldolase
IPR006157	Dihydroneopterin aldolase/epimerase domain
IPR006157	Dihydroneopterin aldolase/epimerase domain
IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
IPR002182	NB-ARC
IPR011713	Leucine-rich repeat 3




IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
IPR032816	SNARE associated Golgi protein
IPR013026	Tetratricopeptide repeat-containing domain
IPR001810	F-box domain
IPR006597	Sel1-like repeat
IPR006597	Sel1-like repeat
IPR006597	Sel1-like repeat
IPR006597	Sel1-like repeat
IPR006597	Sel1-like repeat
IPR004146	DC1
IPR004146	DC1
IPR003439	ABC transporter-like
IPR011527	ABC transporter type 1, transmembrane domain
IPR011527	ABC transporter type 1, transmembrane domain
IPR011527	ABC transporter type 1, transmembrane domain
IPR011527	ABC transporter type 1, transmembrane domain
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR003439	ABC transporter-like
IPR004911	Gamma interferon inducible lysosomal thiol reductase GILT
IPR003613	U box domain
IPR003613	U box domain
IPR011564	Telomeric single stranded DNA binding POT1/Cdc13
IPR013187	F-box associated domain, type 3
IPR001810	F-box domain
IPR017451	F-box associated interaction domain
IPR029004	Ribosomal L28e/Mak16
IPR006958	Mak16 protein
IPR011611	Carbohydrate kinase PfkB
IPR002139	Ribokinase/fructokinase
IPR002139	Ribokinase/fructokinase
IPR002139	Ribokinase/fructokinase
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR004938	Xyloglucan fucosyltransferase
IPR004938	Xyloglucan fucosyltransferase
IPR008686	RNA-dependent RNA polymerase, mitoviral
IPR011556	Glutamate--cysteine ligase, plant-type
IPR006336	Glutamate--cysteine ligase, GCS2
IPR011556	Glutamate--cysteine ligase, plant-type
IPR006336	Glutamate--cysteine ligase, GCS2
IPR007802	Cytochrome b6-f complex subunit 6
IPR029023	Tensin-type phosphatase domain
IPR000340	Dual specificity phosphatase, catalytic domain
IPR014020	Tensin phosphatase, C2 domain
IPR001480	Bulb-type lectin domain
IPR021820	S-locus receptor kinase, C-terminal
IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
IPR000719	Protein kinase domain
IPR003609	PAN/Apple domain
IPR001480	Bulb-type lectin domain
IPR000858	S-locus glycoprotein domain
IPR003609	PAN/Apple domain
IPR022126	S-locus, receptor kinase
IPR001619	Sec1-like protein
IPR008889	VQ
IPR001675	Glycosyl transferase family 29
IPR028565	Mu homology domain
IPR028565	Mu homology domain
IPR003169	GYF domain
IPR003169	GYF domain
IPR008479	Protein of unknown function DUF760
IPR018467	CO/COL/TOC1, conserved site
IPR010399	Tify domain
IPR010399	Tify domain
IPR013187	F-box associated domain, type 3
IPR001810	F-box domain
IPR001810	F-box domain
IPR017451	F-box associated interaction domain
IPR007462	Protein of unknown function DUF502
IPR001841	Zinc finger, RING-type
IPR001841	Zinc finger, RING-type
IPR000594	THIF-type NAD/FAD binding fold
IPR028077	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain
IPR019572	Ubiquitin-activating enzyme, catalytic cysteine domain
IPR006439	HAD hydrolase, subfamily IA
IPR010237	Pyrimidine 5-nucleotidase
IPR000719	Protein kinase domain
IPR000719	Protein kinase domain
IPR000961	AGC-kinase, C-terminal
IPR000719	Protein kinase domain
IPR000086	NUDIX hydrolase domain
IPR040618	Pre-nudix hydrolase domain
IPR003293	Nudix hydrolase 6-like
IPR003293	Nudix hydrolase 6-like
IPR003293	Nudix hydrolase 6-like
IPR003293	Nudix hydrolase 6-like
IPR000086	NUDIX hydrolase domain
IPR002478	PUA domain
IPR001950	SUI1 domain
IPR001950	SUI1 domain
IPR041366	Pre-PUA domain
IPR018979	FERM, N-terminal
IPR001752	Kinesin motor domain
IPR019748	FERM central domain
IPR000299	FERM domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR001752	Kinesin motor domain
IPR000857	MyTH4 domain
IPR001752	Kinesin motor domain
IPR000857	MyTH4 domain
IPR002182	NB-ARC
IPR001611	Leucine-rich repeat




IPR021924	Protein of unknown function DUF3537
IPR001623	DnaJ domain
IPR004179	Sec63 domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR001623	DnaJ domain
IPR003855	Potassium transporter
IPR003855	Potassium transporter

IPR006968	Root UVB sensitive family
IPR001739	Methyl-CpG DNA binding
IPR001739	Methyl-CpG DNA binding






IPR001757	P-type ATPase
IPR001757	P-type ATPase
IPR001757	P-type ATPase
IPR006121	Heavy metal-associated domain, HMA

IPR027256	P-type ATPase, subfamily IB
IPR001757	P-type ATPase

IPR009544	Protein of unknown function DUF1163

IPR001810	F-box domain
IPR001810	F-box domain
IPR013101	Leucine-rich repeat 2
IPR024771	SUZ domain
IPR024771	SUZ domain
IPR001374	R3H domain
IPR001374	R3H domain
IPR006740	Protein of unknown function DUF604
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat
IPR019734	Tetratricopeptide repeat

IPR019734	Tetratricopeptide repeat
IPR013026	Tetratricopeptide repeat-containing domain
IPR019734	Tetratricopeptide repeat
IPR013026	Tetratricopeptide repeat-containing domain

IPR041617	MalT-like TPR region
IPR019734	Tetratricopeptide repeat
IPR001576	Phosphoglycerate kinase
IPR001576	Phosphoglycerate kinase
IPR001576	Phosphoglycerate kinase
IPR001576	Phosphoglycerate kinase
IPR001576	Phosphoglycerate kinase
